Nested Sampling Global Log-Evidence           :   -0.984930433068558273E+03  +/-    0.211230082350039261E+00
Nested Importance Sampling Global Log-Evidence:   -0.984900405578531718E+03  +/-    0.144736551468379535E-01

Dim No.       Mean        Sigma
   1    0.359748991090741765E+00    0.351345567898566427E-01
   2    0.174152958945765934E+00    0.378805688550211198E-01
   3    0.123269180347588692E+01    0.210423945814147244E-01
   4    0.914193907051143384E+01    0.179126846862110611E+00
   5    0.227354980946186225E+00    0.159814586035780387E+00
   6    0.769739679831880075E+01    0.122439457110189651E+00
   7    0.912980924090681545E+00    0.539833923467908650E-01
   8    0.121399159408329353E+03    0.817916815795485252E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.352686675367585911E+00
   2    0.170311977110434665E+00
   3    0.122200418854643145E+01
   4    0.930351011568219377E+01
   5    0.114281812757086265E+00
   6    0.764393184649050816E+01
   7    0.845742154450551675E+00
   8    0.121452381961766989E+03

MAP Parameters
Dim No.        Parameter
   1    0.356445912001090104E+00
   2    0.224156555444179284E+00
   3    0.124480862927549674E+01
   4    0.904732601171480333E+01
   5    0.304473070654945832E+00
   6    0.768910356788597316E+01
   7    0.910517846741937031E+00
   8    0.121365048617493784E+03
