Nested Sampling Global Log-Evidence           :   -0.950359936535351267E+03  +/-    0.192179618624644027E+00
Nested Importance Sampling Global Log-Evidence:   -0.951205726617335131E+03  +/-    0.308911754302534231E-01

Dim No.       Mean        Sigma
   1    0.347412069844016680E+00    0.218573170506715687E-01
   2    0.254808352964279172E+00    0.286964505906334676E-01
   3    0.122670092209181703E+01    0.176153660661016141E-01
   4    0.546926053942162671E+01    0.289271643628165398E+01
   5    0.397978811398888199E+01    0.289892588752820357E+01
   6    0.734418719186157176E+01    0.999473427543552673E-01
   7    0.260202655357468671E+00    0.152963499308505418E+00
   8    0.121521864070278212E+03    0.723011881151374297E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.353525719901866875E+00
   2    0.262441227762210849E+00
   3    0.122651350117230318E+01
   4    0.318362960649442073E+01
   5    0.627036463288581292E+01
   6    0.730737322797132904E+01
   7    0.245252288431074356E+00
   8    0.121534184078676063E+03

MAP Parameters
Dim No.        Parameter
   1    0.319457283693207250E+00
   2    0.227510523489722116E+00
   3    0.119396596643080755E+01
   4    0.937243849322078049E+01
   5    0.967913784686627865E-01
   6    0.744771027848807332E+01
   7    0.934987200865023543E-01
   8    0.121523511514092931E+03
