Nested Sampling Global Log-Evidence           :   -0.938823486123309181E+03  +/-    0.200353852337646327E+00
Nested Importance Sampling Global Log-Evidence:   -0.939114991751484581E+03  +/-    0.206805777332848308E-01

Dim No.       Mean        Sigma
   1    0.363498890455902501E+00    0.187583997709330416E-01
   2    0.255253818794491438E+00    0.255409613866792451E-01
   3    0.123728117787449987E+01    0.161200329508100308E-01
   4    0.478615457849394588E+01    0.257865845906917679E+01
   5    0.612035388302021666E+01    0.104405389761863338E+00
   6    0.748278414684786242E+01    0.934996365454992262E-01
   7    0.248364772664345840E+00    0.130181619219585237E+00
   8    0.121434366710823809E+03    0.593676737260331808E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.370786754223909609E+00
   2    0.253480728588757476E+00
   3    0.122669072349507724E+01
   4    0.329030574850084534E+01
   5    0.613943638495205946E+01
   6    0.747296923538048752E+01
   7    0.437190127869146808E-01
   8    0.121456251459311218E+03

MAP Parameters
Dim No.        Parameter
   1    0.356498262355351647E+00
   2    0.248333215359660769E+00
   3    0.122318184221382364E+01
   4    0.345641279819262870E+01
   5    0.601898465814776085E+01
   6    0.734646203354167504E+01
   7    0.982770263158385532E-01
   8    0.121510263986902871E+03
