Nested Sampling Global Log-Evidence           :   -0.913658513037234457E+03  +/-    0.192066199011958094E+00
Nested Importance Sampling Global Log-Evidence:   -0.913963516561219876E+03  +/-    0.228443038742662183E-01

Dim No.       Mean        Sigma
   1    0.339686671799346862E+00    0.212478781711773965E-01
   2    0.264591802055750225E+00    0.281550930196758122E-01
   3    0.120503666895737416E+01    0.169100154967675269E-01
   4    0.376804844791865534E+01    0.126708695595087084E+01
   5    0.576451208048989550E+01    0.127776172315611958E+01
   6    0.731081165135178068E+01    0.925476903567288567E-01
   7    0.221476088837168850E+00    0.133474882971112013E+00
   8    0.122103320820840636E+03    0.246780638046595974E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.341486970188922045E+00
   2    0.255988456416763710E+00
   3    0.120267733862643911E+01
   4    0.345672829136852799E+01
   5    0.607812872777344815E+01
   6    0.728984317484876598E+01
   7    0.101798722498701810E+00
   8    0.122128222631107334E+03

MAP Parameters
Dim No.        Parameter
   1    0.302378446226763131E+00
   2    0.269840670179227637E+00
   3    0.120006232087398756E+01
   4    0.352284015607433654E+01
   5    0.603852212555798129E+01
   6    0.742691642697412124E+01
   7    0.280822853889787061E+00
   8    0.122255061540813983E+03
