Nested Sampling Global Log-Evidence           :   -0.957151050745135535E+03  +/-    0.191098073571552451E+00
Nested Importance Sampling Global Log-Evidence:   -0.957807652233352314E+03  +/-    0.151022112742490111E+00

Dim No.       Mean        Sigma
   1    0.356307473973908384E+00    0.214440751742593153E-01
   2    0.197014433508768655E+00    0.292948882443231431E-01
   3    0.122331039591662249E+01    0.175524910705599294E-01
   4    0.489582320730975784E+01    0.261557383972862389E+01
   5    0.454277592139684749E+01    0.262148922302200083E+01
   6    0.751439417792541331E+01    0.106848791454020320E+00
   7    0.317790497781795189E+00    0.163277335446320671E+00
   8    0.121531636135242408E+03    0.721672670853887172E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.354540844418043344E+00
   2    0.194105140016159056E+00
   3    0.122612930886022853E+01
   4    0.328670877005304973E+01
   5    0.614879094253900149E+01
   6    0.752354610486553810E+01
   7    0.341772823552502936E+00
   8    0.121525700362581617E+03

MAP Parameters
Dim No.        Parameter
   1    0.339592833204248823E+00
   2    0.227998446916150205E+00
   3    0.119106531123262638E+01
   4    0.938067351128441373E+01
   5    0.116464281571356701E+00
   6    0.749196373979280406E+01
   7    0.395158497578768864E+00
   8    0.121646397806579714E+03
