Nested Sampling Global Log-Evidence           :   -0.922598301209223791E+03  +/-    0.187488857085551019E+00
Nested Importance Sampling Global Log-Evidence:   -0.923865699183660126E+03  +/-    0.231703363618422711E-01

Dim No.       Mean        Sigma
   1    0.371576963124481963E+00    0.232001524517033639E-01
   2    0.260264821735300911E+00    0.327332256117479140E-01
   3    0.121822138977349659E+01    0.183961149026486553E-01
   4    0.887958689973178394E+01    0.138045376636303740E+01
   5    0.596993991676863622E+00    0.138608567080935563E+01
   6    0.757511726708677369E+01    0.105110222374422635E+00
   7    0.260477676776829925E+00    0.154696599378103983E+00
   8    0.121800964247133606E+03    0.250996153287112278E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.367902502294585210E+00
   2    0.258475297066027676E+00
   3    0.121701989456149540E+01
   4    0.928318501695464704E+01
   5    0.205035058350477334E+00
   6    0.757103542229540238E+01
   7    0.229376069130991622E+00
   8    0.121842727704756129E+03

MAP Parameters
Dim No.        Parameter
   1    0.396847768737971229E+00
   2    0.282026404248262308E+00
   3    0.121976535474935455E+01
   4    0.905285321762715256E+01
   5    0.407029586839508351E+00
   6    0.777272587438519214E+01
   7    0.437135588597569680E+00
   8    0.121813287146235567E+03
