Nested Sampling Global Log-Evidence           :   -0.973917091819192137E+03  +/-    0.205351840599400204E+00
Nested Importance Sampling Global Log-Evidence:   -0.973982516452563118E+03  +/-    0.187803331166915242E-01

Dim No.       Mean        Sigma
   1    0.345226233544952910E+00    0.265616318081330627E-01
   2    0.239985979931128635E+00    0.331196024024529925E-01
   3    0.122656834045823659E+01    0.162830493946094779E-01
   4    0.930815051291005879E+01    0.645211107860596128E-01
   5    0.121776471361834573E+00    0.673417989676214079E-01
   6    0.753443736823692767E+01    0.117962225440072357E+00
   7    0.494056603858321786E+00    0.108191261764744376E+00
   8    0.121517245674536312E+03    0.694380737454218244E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.342464804035039538E+00
   2    0.251779912754769464E+00
   3    0.122258162601690312E+01
   4    0.935205685151101918E+01
   5    0.768148889340460606E-01
   6    0.745825746288145019E+01
   7    0.503381905494263759E+00
   8    0.121499762936872614E+03

MAP Parameters
Dim No.        Parameter
   1    0.349696605111427639E+00
   2    0.247038647297219360E+00
   3    0.123167067130170893E+01
   4    0.922436232930557054E+01
   5    0.210750417267891677E+00
   6    0.754816180937551362E+01
   7    0.524660037510700117E+00
   8    0.121466736733598395E+03
