Nested Sampling Global Log-Evidence           :   -0.877817083567161262E+03  +/-    0.190103555387048900E+00
Nested Importance Sampling Global Log-Evidence:   -0.878720953712222467E+03  +/-    0.653905723749074880E-01

Dim No.       Mean        Sigma
   1    0.351189305991478573E+00    0.225942202982132058E-01
   2    0.244546154571620350E+00    0.304946839800130827E-01
   3    0.120325964934589003E+01    0.175753147179306436E-01
   4    0.856794878303894869E+01    0.188834779782255913E+01
   5    0.939264155480212137E+00    0.189788037663887299E+01
   6    0.743692683260921683E+01    0.101871424953769926E+00
   7    0.121448379436471313E+00    0.882912437094884595E-01
   8    0.122104247039456055E+03    0.260400835381950579E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.355210421366936924E+00
   2    0.240948711543804095E+00
   3    0.120013296231276390E+01
   4    0.936383991726949461E+01
   5    0.156635923052024117E+00
   6    0.740811886128807284E+01
   7    0.395129452771835199E-01
   8    0.122153151998448649E+03

MAP Parameters
Dim No.        Parameter
   1    0.369885596473635836E+00
   2    0.322265187813289722E+00
   3    0.121325129295002188E+01
   4    0.919598892474310148E+01
   5    0.270671945916599987E+00
   6    0.730692564977091852E+01
   7    0.172049955515170055E-02
   8    0.122067799192254014E+03
