Nested Sampling Global Log-Evidence           :   -0.904767098796183632E+03  +/-    0.196944954713445947E+00
Nested Importance Sampling Global Log-Evidence:   -0.904826314756863439E+03  +/-    0.335749709480167510E-01

Dim No.       Mean        Sigma
   1    0.367169276098309683E+00    0.211175264249938259E-01
   2    0.284142769042002474E+00    0.256299922184025537E-01
   3    0.119838104227569220E+01    0.166089809719038722E-01
   4    0.922685078707624484E+01    0.949743135102897457E-01
   5    0.293762283397199730E+00    0.789921388141193032E-01
   6    0.758509455614185946E+01    0.873305276918686230E-01
   7    0.193687270184418142E+00    0.126868405627126951E+00
   8    0.122271161699581683E+03    0.231750073791560984E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.369386712096308800E+00
   2    0.289406956298136508E+00
   3    0.119813842019090555E+01
   4    0.936734915661020295E+01
   5    0.161085535305174804E+00
   6    0.746290345948482603E+01
   7    0.249792417674890681E-01
   8    0.122251037916189631E+03

MAP Parameters
Dim No.        Parameter
   1    0.355162069850233131E+00
   2    0.279749309723306028E+00
   3    0.119282415082220550E+01
   4    0.906418766934477560E+01
   5    0.429326543594511723E+00
   6    0.759346128282100441E+01
   7    0.213304893563230236E+00
   8    0.122077631506937450E+03
