Nested Sampling Global Log-Evidence           :   -0.886098741832355813E+03  +/-    0.190834277753569870E+00
Nested Importance Sampling Global Log-Evidence:   -0.886544533728637361E+03  +/-    0.175061878838732726E+00

Dim No.       Mean        Sigma
   1    0.365344313935086096E+00    0.214602409611551782E-01
   2    0.235510146592531167E+00    0.294863890855308307E-01
   3    0.119197952448621747E+01    0.180424909917878441E-01
   4    0.891998833598913876E+01    0.131294860051897078E+01
   5    0.597436138783843051E+00    0.132108527782428276E+01
   6    0.747351467099520406E+01    0.100864032607682147E+00
   7    0.132489104858860007E+00    0.952703937610818730E-01
   8    0.122073526286826407E+03    0.251428315714226802E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.367373165617522091E+00
   2    0.234803176175936879E+00
   3    0.119232686236451113E+01
   4    0.925943952146002758E+01
   5    0.258626950012876999E+00
   6    0.747288209064148568E+01
   7    0.685591570580391160E-02
   8    0.122011779739543798E+03

MAP Parameters
Dim No.        Parameter
   1    0.388709948857822285E+00
   2    0.266256313459229454E+00
   3    0.121630261780837401E+01
   4    0.906963263907356065E+01
   5    0.401308766582379461E+00
   6    0.758561466264461792E+01
   7    0.737723775080905558E-01
   8    0.121921391733773433E+03
