Nested Sampling Global Log-Evidence           :   -0.894654251977824515E+03  +/-    0.189676076378205966E+00
Nested Importance Sampling Global Log-Evidence:   -0.895569219154686266E+03  +/-    0.601308735843947492E-01

Dim No.       Mean        Sigma
   1    0.378912530764588751E+00    0.236493016043699995E-01
   2    0.295981650555460940E+00    0.307452287409445621E-01
   3    0.120614523700214704E+01    0.188345705475343912E-01
   4    0.900750766934717362E+01    0.116939591592968872E+01
   5    0.467793698132976721E+00    0.117418247076571114E+01
   6    0.742058460162567357E+01    0.102627878838135969E+00
   7    0.151845946129215870E+00    0.108560263343672705E+00
   8    0.121849490159444088E+03    0.244247147392145425E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.379606525368960668E+00
   2    0.299417037310711120E+00
   3    0.120298455156370321E+01
   4    0.923567644598894155E+01
   5    0.248393146062139081E+00
   6    0.743435166220140964E+01
   7    0.113987116834255962E-01
   8    0.121887906623628908E+03

MAP Parameters
Dim No.        Parameter
   1    0.399513591760665143E+00
   2    0.263062502828608935E+00
   3    0.119589377080116432E+01
   4    0.936571330529442214E+01
   5    0.108619940015238878E+00
   6    0.742232546153519479E+01
   7    0.290013429039414850E+00
   8    0.121888013487141535E+03
